Date,Open,High,Low,Close
04/30/2021,4198.1,4198.1,4174.85,4181.17
05/03/2021,4191.98,4209.39,4188.03,4192.66
05/04/2021,4179.04,4179.04,4128.59,4164.66
05/05/2021,4177.06,4187.72,4160.94,4167.59
05/06/2021,4169.14,4202.7,4147.33,4201.62
05/07/2021,4210.34,4238.04,4201.64,4232.6
05/10/2021,4228.29,4236.39,4188.13,4188.43
05/11/2021,4150.34,4162.04,4111.53,4152.1
05/12/2021,4130.55,4134.73,4056.88,4063.04
05/13/2021,4074.99,4131.58,4074.99,4112.5
05/14/2021,4129.58,4183.13,4129.58,4173.85
05/17/2021,4169.92,4171.92,4142.69,4163.29
05/18/2021,4165.94,4169.15,4125.99,4127.83
05/19/2021,4098.45,4116.93,4061.41,4115.68
05/20/2021,4121.97,4172.8,4121.97,4159.12
05/21/2021,4168.61,4188.72,4151.72,4155.86
05/24/2021,4170.16,4209.52,4170.16,4197.05
05/25/2021,4205.94,4213.42,4182.52,4188.13
05/26/2021,4191.59,4202.61,4184.11,4195.99
05/27/2021,4201.94,4213.38,4197.78,4200.88
05/28/2021,4210.77,4218.36,4203.57,4204.11
06/01/2021,4216.52,4234.12,4197.59,4202.04
06/02/2021,4206.82,4217.37,4198.27,4208.12
06/03/2021,4191.43,4204.39,4167.93,4192.85
06/04/2021,4206.05,4233.45,4206.05,4229.89
06/07/2021,4229.34,4232.34,4215.66,4226.52
06/08/2021,4233.81,4236.74,4208.41,4227.26
06/09/2021,4232.99,4237.09,4218.74,4219.55
06/10/2021,4228.56,4249.74,4220.34,4239.18
06/11/2021,4242.9,4248.38,4232.25,4247.44
06/14/2021,4248.31,4255.59,4234.07,4255.15
06/15/2021,4255.28,4257.16,4238.35,4246.59
06/16/2021,4248.87,4251.89,4202.45,4223.7
06/17/2021,4220.37,4232.29,4196.05,4221.86
06/18/2021,4204.78,4204.78,4164.4,4166.45
06/21/2021,4173.4,4226.24,4173.4,4224.79
06/22/2021,4224.61,4255.84,4217.27,4246.44
06/23/2021,4249.27,4256.6,4241.43,4241.84
06/24/2021,4256.97,4271.28,4256.97,4266.49
06/25/2021,4274.45,4286.12,4271.16,4280.7
06/28/2021,4284.9,4292.14,4274.67,4290.61
06/29/2021,4293.21,4300.52,4287.04,4291.8
06/30/2021,4290.65,4302.43,4287.96,4297.5
07/01/2021,4300.73,4320.66,4300.73,4319.94
07/02/2021,4326.6,4355.43,4326.6,4352.34
07/06/2021,4356.46,4356.46,4314.37,4343.54
07/07/2021,4351.01,4361.88,4329.79,4358.13
07/08/2021,4321.07,4330.88,4289.37,4320.82
07/09/2021,4329.38,4371.6,4329.38,4369.55
07/12/2021,4372.41,4386.68,4364.03,4384.63
07/13/2021,4381.07,4392.37,4366.92,4369.21
07/14/2021,4380.11,4393.68,4362.36,4374.3
07/15/2021,4369.02,4369.02,4340.7,4360.03
07/16/2021,4367.43,4375.09,4322.53,4327.16
07/19/2021,4296.4,4296.4,4233.13,4258.49
07/20/2021,4265.11,4336.84,4262.05,4323.06
07/21/2021,4331.13,4359.7,4331.13,4358.69
07/22/2021,4361.27,4369.87,4350.06,4367.48
07/23/2021,4381.2,4415.18,4381.2,4411.79
07/26/2021,4409.58,4422.73,4405.45,4422.3
07/27/2021,4416.38,4416.38,4372.51,4401.46
07/28/2021,4402.95,4415.47,4387.01,4400.64
07/29/2021,4403.59,4429.97,4403.59,4419.15
07/30/2021,4395.12,4412.25,4389.65,4395.26
08/02/2021,4406.86,4422.18,4384.81,4387.16
08/03/2021,4392.74,4423.79,4373,4423.15
08/04/2021,4415.95,4416.17,4400.23,4402.66
08/05/2021,4408.86,4429.76,4408.86,4429.1
08/06/2021,4429.07,4440.82,4429.07,4436.52
08/09/2021,4437.77,4439.39,4424.74,4432.35
08/10/2021,4435.79,4445.21,4430.03,4436.75
08/11/2021,4442.18,4449.44,4436.42,4447.7
08/12/2021,4446.08,4461.77,4435.96,4460.83
08/13/2021,4464.84,4468.37,4460.82,4468
08/16/2021,4461.65,4480.26,4437.66,4479.71
08/17/2021,4462.12,4462.12,4417.83,4448.08
08/18/2021,4440.94,4454.32,4397.59,4400.27
08/19/2021,4382.44,4418.61,4367.73,4405.8
08/20/2021,4410.56,4444.35,4406.8,4441.67
08/23/2021,4450.29,4489.88,4450.29,4479.53
08/24/2021,4484.4,4492.81,4482.28,4486.23
08/25/2021,4490.45,4501.71,4485.66,4496.19
08/26/2021,4493.75,4495.9,4468.99,4470
08/27/2021,4474.1,4513.33,4474.1,4509.37
08/30/2021,4513.76,4537.36,4513.76,4528.79
08/31/2021,4529.75,4531.39,4515.8,4522.68
09/01/2021,4528.8,4537.11,4522.02,4524.09
09/02/2021,4534.48,4545.85,4524.66,4536.95
09/03/2021,4532.42,4541.45,4521.3,4535.43
09/07/2021,4535.38,4535.38,4513,4520.03
09/08/2021,4518.09,4521.79,4493.95,4514.07
09/09/2021,4513.02,4529.9,4492.07,4493.28
09/10/2021,4506.92,4520.47,4457.66,4458.58
09/13/2021,4474.81,4492.99,4445.7,4468.73
09/14/2021,4479.33,4485.68,4435.46,4443.05
09/15/2021,4447.49,4486.87,4438.37,4480.7
09/16/2021,4477.09,4485.87,4443.8,4473.75
09/17/2021,4469.74,4471.52,4427.76,4432.99
09/20/2021,4402.95,4402.95,4305.91,4357.73
09/21/2021,4374.45,4394.87,4347.96,4354.19
09/22/2021,4367.43,4416.75,4367.43,4395.64
09/23/2021,4406.75,4465.4,4406.75,4448.98
09/24/2021,4438.04,4463.12,4430.27,4455.48
09/27/2021,4442.12,4457.3,4436.19,4443.11
09/28/2021,4419.54,4419.54,4346.33,4352.63
09/29/2021,4362.41,4385.57,4355.08,4359.46
09/30/2021,4370.67,4382.55,4306.24,4307.54
10/01/2021,4317.16,4375.19,4288.52,4357.04
10/04/2021,4348.84,4355.51,4278.94,4300.46
10/05/2021,4309.87,4369.23,4309.87,4345.72
10/06/2021,4319.57,4365.57,4290.49,4363.55
10/07/2021,4383.73,4429.97,4383.73,4399.76
10/08/2021,4406.51,4412.02,4386.22,4391.34
10/11/2021,4385.44,4415.88,4360.59,4361.19
10/12/2021,4368.31,4374.89,4342.09,4350.65
10/13/2021,4358.01,4372.87,4329.92,4363.8
10/14/2021,4386.75,4439.73,4386.75,4438.26
10/15/2021,4447.69,4475.82,4447.69,4471.37
